Town,County,Pop,Land,Water,Latitude,Longitude,GEO ID,ANSI code
Newport,Herkimer,2302,32.009,0.443,43.178280,-75.035993,3604350584,979270
Newstead,Erie,8594,50.759,0.286,43.016832,-78.521355,3602950716,979273
Niagara,Niagara,8378,9.484,0,43.115446,-78.980980,3606351033,979275
Nichols,Tioga,2525,33.727,0.938,42.034436,-76.348183,3610751121,979277
Niles,Cayuga,1194,38.975,4.376,42.817220,-76.404435,3601151198,979278
Niskayuna,Schenectady,21781,14.152,0.89,42.803082,-73.873518,3609351264,979279
Norfolk,St. Lawrence,4668,56.74,1.004,44.835018,-74.933952,3608951330,979280
North Castle,Westchester,11841,23.757,2.604,41.136327,-73.690502,3611951693,979282
North Collins,Erie,3523,42.854,0.173,42.573346,-78.859472,3602951803,979283
North Dansville,Livingston,5538,9.859,0,42.558340,-77.691505,3605151869,979284
North East,Dutchess,3031,43.163,0.559,41.945843,-73.546630,3602751891,979285
North Elba,Essex,8957,151.654,4.737,44.206113,-74.046280,3603151935,979286
North Greenbush,Rensselaer,12075,18.545,0.363,42.673448,-73.668381,3608352100,979287
North Harmony,Chautauqua,2267,42.133,0.023,42.125557,-79.463345,3601352155,979288
North Hempstead,Nassau,226322,53.512,15.598,40.803357,-73.678402,3605953000,979289
North Hudson,Essex,240,181.452,3.218,44.027010,-73.758053,3603153077,979290
North Norwich,Chenango,1783,28.142,0.102,42.590088,-75.508076,3601753297,979291
North Salem,Westchester,5104,21.326,1.519,41.340527,-73.597609,3611953517,979292
Northampton,Fulton,2670,21.116,13.613,43.157631,-74.171313,3603551407,979281
Northumberland,Saratoga,5087,32.299,0.619,43.162315,-73.628333,3609153737,979294
Norway,Herkimer,762,35.56,0.273,43.230908,-74.950873,3604353968,979295
Norwich,Chenango,3998,41.963,0.075,42.510875,-75.485910,3601753990,979297
Nunda,Livingston,3064,37.094,0.027,42.572208,-77.882896,3605154089,979298
Oakfield,Genesee,3250,23.309,0.624,43.084919,-78.274609,3603754166,979299
Ogden,Monroe,19856,36.476,0.257,43.170256,-77.814379,3605554474,979300
Ohio,Herkimer,1002,301.344,6.227,43.461635,-74.894694,3604354507,979302
Olean,Cattaraugus,1963,29.609,0.127,42.061319,-78.424466,3600954727,979306
Olive,Ulster,4419,58.45,6.743,41.947232,-74.265447,3611154749,979307
Oneonta,Otsego,5229,32.911,0.252,42.425124,-75.099877,3607754892,979310
Onondaga,Onondaga,23101,57.741,0.096,42.980793,-76.223386,3606754958,979311
Ontario,Wayne,10136,32.412,0.086,43.245527,-77.315958,3611755013,979313
Oppenheim,Fulton,1924,56.134,0.306,43.082177,-74.671976,3603555101,979314
Orange,Schuyler,1609,54.069,0.385,42.342520,-77.035679,3609755156,979315
Orangetown,Rockland,49212,24.098,7.268,41.053687,-73.948090,3608755211,979316
Orangeville,Wyoming,1355,35.56,0.082,42.743585,-78.252437,3612155222,979317
Orchard Park,Erie,29054,38.44,0.079,42.752803,-78.739697,3602955277,979318
Orleans,Jefferson,2789,71.423,6.62,44.224057,-75.954704,3604555398,979319
Orwell,Oswego,1167,39.582,1.684,43.562832,-75.953544,3607555453,979320
Osceola,Lewis,229,87.007,0.089,43.565418,-75.688833,3604955497,979321
Ossian,Livingston,789,39.635,0.028,42.514478,-77.770393,3605155508,979322
Ossining,Westchester,37674,11.556,4.168,41.157624,-73.855497,3611955541,979323
Oswegatchie,St. Lawrence,4397,65.498,5.705,44.630179,-75.490706,3608955563,979324
Oswego,Oswego,7984,27.333,2.016,43.402443,-76.555037,3607555585,979326
Otego,Otsego,3115,45.633,0.076,42.455996,-75.191937,3607755629,979327
Otisco,Onondaga,2541,29.532,1.629,42.862345,-76.227534,3606755651,979328
Otsego,Otsego,3900,53.89,5.162,42.759357,-74.963246,3607755695,979329
Otselic,Chenango,1054,37.977,0.067,42.682876,-75.737515,3601755717,979330
Otto,Cattaraugus,808,32.73,0.117,42.399472,-78.843783,3600955783,979331
Ovid,Seneca,2311,30.861,7.893,42.650033,-76.796042,3609955827,979332
Owasco,Cayuga,3793,20.881,2.594,42.893765,-76.493283,3601155871,979333
Owego,Tioga,19883,104.221,1.522,42.085789,-76.195197,3610755893,979334
Oxford,Chenango,3901,60.063,0.352,42.397073,-75.596228,3601755959,979335
Oyster Bay,Nassau,293214,103.747,65.652,40.797850,-73.511027,3605956000,979336
Palatine,Montgomery,3240,41.072,0.629,42.951214,-74.536743,3605756099,979337
Palermo,Oswego,3664,40.464,0.279,43.367354,-76.259496,3607556154,979338
Palm Tree,Orange,24155,1.11,0.01,41.3406673, 74.1672741,3607156185,2791540
Palmyra,Wayne,7975,33.435,0.234,43.080171,-77.189141,3611756198,979339
Pamelia,Jefferson,3160,33.84,1.369,44.055634,-75.909304,3604556209,979340
Paris,Oneida,4411,31.476,0.015,42.972126,-75.268197,3606556330,979341
Parish,Oswego,2558,41.725,0.225,43.403463,-76.056042,3607556352,979342
Parishville,St. Lawrence,2153,98.159,3.27,44.550545,-74.784882,3608956374,979343
Parma,Monroe,15633,42.023,0.96,43.268626,-77.799747,3605556561,979344
Patterson,Putnam,12023,32.208,0.696,41.484467,-73.588058,3607956748,979345
Pavilion,Genesee,2495,35.612,0.108,42.907121,-78.011511,3603756792,979346
Pawling,Dutchess,8463,43.835,1.187,41.568545,-73.596037,3602756825,979347
Pelham,Westchester,12396,2.172,0.046,40.900458,-73.807138,3611957012,979349
Pembroke,Genesee,4292,41.627,0.09,43.001529,-78.385383,3603757078,979350
Pendleton,Niagara,6397,27.086,0.27,43.104129,-78.764378,3606357111,979351
Penfield,Monroe,36242,37.211,0.634,43.151464,-77.444396,3605557144,979352
Perinton,Monroe,46462,34.186,0.36,43.078241,-77.429678,3605557221,979353
Perry,Wyoming,4616,36.405,0.242,42.753724,-78.011059,3612157254,979354
Perrysburg,Cattaraugus,1626,28.421,0.126,42.481182,-79.017384,3600957298,979355
Persia,Cattaraugus,2404,20.893,0.097,42.419658,-78.917725,3600957331,979356
Perth,Fulton,3646,26.083,0.027,43.005407,-74.204069,3603557353,979357
Peru,Clinton,6998,78.887,13.492,44.581071,-73.563663,3601957375,979358
Petersburgh,Rensselaer,1525,41.605,0.003,42.778625,-73.327429,3608357441,979359
Pharsalia,Chenango,593,38.816,0.292,42.597620,-75.733879,3601757507,979360
Phelps,Ontario,7072,64.951,0.293,42.957092,-77.049404,3606957529,979361
Philadelphia,Jefferson,1947,37.593,0.021,44.146432,-75.706199,3604557562,979362
Philipstown,Putnam,9662,48.785,2.785,41.412373,-73.921362,3607957584,979363
Piercefield,St. Lawrence,310,104.155,6.91,44.223107,-74.604155,3608957716,979364
Pierrepont,St. Lawrence,2589,60.252,0.468,44.528153,-75.013342,3608957771,979365
Pike,Wyoming,1114,31.084,0.145,42.567205,-78.136330,3612157826,979366
Pinckney,Lewis,329,40.973,0.142,43.834407,-75.788975,3604957925,979367
Pine Plains,Dutchess,2473,30.583,0.589,41.971895,-73.646798,3602758156,979368
Pitcairn,St. Lawrence,846,58.518,0.937,44.221791,-75.269674,3608958266,979369
Pitcher,Chenango,803,28.465,0.014,42.587692,-75.826755,3601758288,979370
Pittsfield,Otsego,1366,37.986,0.116,42.613708,-75.271482,3607758343,979371
Pittsford,Monroe,29405,23.181,0.209,43.073053,-77.526122,3605558365,979372
Pittstown,Rensselaer,5735,61.628,3.216,42.866298,-73.516623,3608358398,979373
Plainfield,Otsego,915,29.5,0,42.828409,-75.194691,3607758420,979374
Plattekill,Ulster,10499,35.111,0.628,41.654309,-74.074168,3611158552,979375
Plattsburgh,Clinton,11870,45.92,22.288,44.692289,-73.516453,3601958585,979377
Pleasant Valley,Dutchess,9672,32.576,0.564,41.770553,-73.804513,3602758695,979378
Plymouth,Chenango,1804,42.177,0.169,42.605218,-75.604990,3601758772,979379
Poestenkill,Rensselaer,4530,32.355,0.22,42.700200,-73.522487,3608358805,979380
Poland,Chautauqua,2356,36.617,0.266,42.130072,-79.120853,3601358926,979381
Pomfret,Chautauqua,14965,43.855,0.334,42.408411,-79.331104,3601358981,979382
Pompey,Onondaga,7080,66.378,0.097,42.920118,-75.987654,3606759036,979383
Portage,Livingston,884,26.399,0.236,42.559566,-77.994897,3605159179,979385
Porter,Niagara,6771,33.055,4.659,43.257885,-78.970237,3606359267,979386
Portland,Chautauqua,4827,34.116,0.064,42.370198,-79.460235,3601359421,979388
Portville,Cattaraugus,3730,35.58,0.448,42.058997,-78.349923,3600959509,979389
Potsdam,St. Lawrence,16041,101.403,2.049,44.681716,-75.037123,3608959575,979390
Potter,Yates,1865,37.238,0,42.714053,-77.180665,3612359597,979391
Poughkeepsie,Dutchess,43341,28.514,2.63,41.668590,-73.909694,3602759652,979393
Pound Ridge,Westchester,5104,22.638,0.803,41.212382,-73.583842,3611959685,979394
Prattsburgh,Steuben,2085,51.666,0.05,42.536924,-77.332353,3610159718,979395
Prattsville,Greene,700,19.627,0.106,42.319673,-74.413796,3603959751,979396
Preble,Cortland,1393,26.845,0.715,42.743388,-76.131743,3602359773,979397
Preston,Chenango,1044,34.876,0.171,42.503326,-75.610357,3601759817,979398
Princetown,Schenectady,2115,23.924,0.287,42.810065,-74.078398,3609359861,979399
Providence,Saratoga,1995,43.996,1.098,43.117124,-74.044548,3609159949,979400
Pulteney,Steuben,1285,33.137,3.317,42.525381,-77.202981,3610159982,979401
Putnam,Washington,609,32.791,2.627,43.746887,-73.417527,3611560092,979402
Putnam Valley,Putnam,11809,41.175,1.605,41.397661,-73.839130,3607960147,979403
Queensbury,Warren,27901,62.83,2.009,43.367580,-73.674127,3611360356,979405
Ramapo,Rockland,126595,61.198,0.696,41.140772,-74.104976,3608760510,979406
Randolph,Cattaraugus,2602,36.064,0.223,42.134227,-78.999392,3600960587,979407
Rathbone,Steuben,1126,36.017,0.102,42.129144,-77.344420,3610160653,979408
Reading,Schuyler,1707,27.149,0,42.419776,-76.938604,3609760763,979409
Red Hook,Dutchess,11319,36.169,3.871,42.017297,-73.887226,3602760905,979411
Red House,Cattaraugus,38,55.668,0.188,42.069945,-78.735256,3600960950,979412
Redfield,Oswego,550,89.817,3.606,43.587290,-75.828862,3607560873,979410
Remsen,Oneida,1929,35.465,1.49,43.366186,-75.145858,3606561126,979413
Rensselaerville,Albany,1843,61.464,0.42,42.479477,-74.178608,3600161181,979415
Rhinebeck,Dutchess,7548,35.682,4.068,41.926515,-73.901901,3602761357,979416
Richfield,Otsego,2388,30.858,1.598,42.851319,-75.047690,3607761467,979417
Richford,Tioga,1172,38.187,0.019,42.374929,-76.194015,3610761511,979418
Richland,Oswego,5718,57.248,2.801,43.547529,-76.150737,3607561533,979419
Richmond,Ontario,3361,42.432,1.96,42.792188,-77.524422,3606961544,978648
Richmondville,Schoharie,2610,30.16,0.065,42.638725,-74.549064,3609561599,979421
Ridgeway,Orleans,6780,50.026,0.216,43.262390,-78.376743,3607361742,979422
Riga,Monroe,5590,34.962,0.266,43.077283,-77.872558,3605561808,979423
Ripley,Chautauqua,2415,48.763,0.104,42.228753,-79.699933,3601361885,979424
Riverhead,Suffolk,33506,67.426,133.841,40.977130,-72.709075,3610361984,979425
Rochester,Ulster,7313,89.303,0.416,41.813814,-74.271498,3611163011,979427
Rockland,Sullivan,3775,94.156,1.114,41.962793,-74.789085,3610563176,979428
Rodman,Jefferson,1176,42.227,0.053,43.843311,-75.901890,3604563341,979429
Romulus,Seneca,4316,37.792,13.591,42.713496,-76.830175,3609963440,979431
Root,Montgomery,1715,50.624,0.426,42.842974,-74.486200,3605763561,979432
Rose,Wayne,2369,33.896,0.006,43.159574,-76.900163,3611763605,979433
Roseboom,Otsego,711,33.407,0.104,42.726358,-74.711108,3607763638,979434
Rosendale,Ulster,6075,19.979,0.767,41.847090,-74.079545,3611163737,979435
Rossie,St. Lawrence,877,37.88,1.363,44.325191,-75.623823,3608963858,979436
Rotterdam,Schenectady,29094,35.692,0.768,42.812110,-74.012038,3609363935,979437
Roxbury,Delaware,2502,87.114,0.49,42.308761,-74.528839,3602564001,979438
Royalton,Niagara,7660,69.966,0.311,43.151820,-78.554307,3606364034,979439
Rush,Monroe,3478,30.332,0.373,42.971329,-77.673143,3605564144,979440
Rushford,Allegany,1150,35.294,0.79,42.393073,-78.250648,3600364166,979441
Russell,St. Lawrence,1856,96.675,0.618,44.402017,-75.140740,3608964221,979442
Russia,Herkimer,2587,56.962,3.456,43.304033,-75.069132,3604364254,979443
Rutland,Jefferson,3060,45.103,0.275,43.943967,-75.786233,3604564265,979444
Rye,Westchester,45928,6.919,0.435,41.005831,-73.687696,3611964320,979446
Salamanca,Cattaraugus,481,18.391,0.001,42.174412,-78.805947,3600964760,979451
Salem,Washington,2715,52.362,0.058,43.160157,-73.322777,3611564782,979452
Salina,Onondaga,33710,13.75,1.311,43.104764,-76.171345,3606764815,979453
Salisbury,Herkimer,1958,107.366,0.835,43.221999,-74.800865,3604364837,979454
Sand Lake,Rensselaer,8530,35.049,1.12,42.630352,-73.542926,3608365013,979455
Sandy Creek,Oswego,3939,42.284,4.157,43.630705,-76.123570,3607565079,979456
Sanford,Broome,2407,90.098,0.924,42.091134,-75.496193,3600765112,979457
Sangerfield,Oneida,2561,30.802,0.179,42.891607,-75.380220,3606565134,979458
Santa Clara,Franklin,345,174.417,17.292,44.499084,-74.363864,3603365178,979459
Saranac,Clinton,4007,115.286,0.661,44.654271,-73.809920,3601965211,979460
Saratoga,Saratoga,5674,40.562,2.339,43.053058,-73.650366,3609165244,979461
Sardinia,Erie,2775,50.175,0.233,42.557155,-78.531553,3602965277,979463
Saugerties,Ulster,19482,64.574,3.386,42.091943,-73.990006,3611165299,979464
Savannah,Wayne,1730,35.968,0.211,43.079337,-76.754525,3611765343,979465
Scarsdale,Westchester,17166,6.66,0.008,40.992048,-73.780629,3611965442,979466
Schaghticoke,Rensselaer,7679,49.747,2.114,42.883991,-73.610736,3608365486,979467
Schodack,Rensselaer,12794,61.927,1.676,42.531451,-73.683163,3608365541,979469
Schoharie,Schoharie,3205,29.83,0.129,42.679620,-74.312894,3609565596,979470
Schroeppel,Oswego,8501,42.201,0.996,43.257590,-76.276426,3607565618,979471
Schroon,Essex,1654,132.678,8.732,43.855433,-73.761629,3603165629,979472
Schuyler,Herkimer,3420,39.874,0.358,43.112509,-75.096412,3604365695,979473
Schuyler Falls,Clinton,5181,36.517,0.302,44.659745,-73.584421,3601965717,979474
Scio,Allegany,1833,35.295,0.039,42.147968,-77.992253,3600365772,979475
Scipio,Cayuga,1713,36.558,2.751,42.790136,-76.571551,3601165816,979476
Scott,Cortland,1176,22.267,0.147,42.737658,-76.235848,3602365915,979477
Scriba,Oswego,6840,40.571,3.342,43.457249,-76.419713,3607565992,979478
Sempronius,Cayuga,895,29.339,0.379,42.740769,-76.327202,3601166278,979479
Seneca,Ontario,2721,50.45,0,42.833118,-77.073631,3606966289,979480
Seneca Falls,Seneca,9040,24.217,3.242,42.911496,-76.790451,3609966333,979481
Sennett,Cayuga,3595,28.82,0.024,42.977578,-76.518365,3601166443,979482
Seward,Schoharie,1763,36.377,0.079,42.708203,-74.582782,3609566542,979483
Shandaken,Ulster,3085,119.784,0.058,42.027684,-74.359949,3611166597,979484
Sharon,Schoharie,1846,39.062,0.098,42.776929,-74.613153,3609566641,979485
Shawangunk,Ulster,14332,56.056,0.494,41.632207,-74.265852,3611166674,979486
Shelby,Orleans,5319,46.39,0.339,43.173342,-78.386811,3607366751,979487
Sheldon,Wyoming,2409,47.348,0.025,42.746076,-78.376579,3612166773,979488
Shelter Island,Suffolk,2392,12.165,16.944,41.064875,-72.319266,3610366839,979489
Sherburne,Chenango,4048,43.554,0.02,42.693974,-75.481214,3601766894,979490
Sheridan,Chautauqua,2673,37.252,0.051,42.489629,-79.225464,3601366916,979491
Sherman,Chautauqua,1653,36.271,0.13,42.135974,-79.579860,3601366960,979492
Sidney,Delaware,5774,49.928,0.675,42.306706,-75.276026,3602567345,979495
Skaneateles,Onondaga,7209,42.606,6.22,42.889641,-76.411805,3606767521,979496
Smithfield,Madison,1288,24.274,0.086,42.964853,-75.664275,3605367785,979497
Smithtown,Suffolk,117801,53.698,57.752,40.919217,-73.179119,3610368000,979498
Smithville,Chenango,1330,50.445,0.481,42.412034,-75.757510,3601768055,979499
Smyrna,Chenango,1280,42.087,0.076,42.687973,-75.615788,3601768110,979500
Sodus,Wayne,8384,67.268,1.979,43.218114,-77.049402,3611768220,979501
Solon,Cortland,1079,29.651,0.076,42.614497,-76.021213,3602368264,979502
Somers,Westchester,20434,29.642,2.518,41.304384,-73.722774,3611968308,979503
Somerset,Niagara,2662,37.108,0.063,43.335736,-78.548106,3606368330,979504
South Bristol,Ontario,1590,38.973,3.051,42.695179,-77.405203,3606968660,979506
South Valley,Cattaraugus,264,36.84,0.247,42.045260,-79.002709,3600969870,979510
Southampton,Suffolk,56790,139.195,154.51,40.880463,-72.459056,3610368473,979505
Southeast,Putnam,18404,31.734,3.245,41.408190,-73.600783,3607968924,979507
Southold,Suffolk,21968,53.783,349.917,41.138956,-72.318687,3610369463,979508
Southport,Chemung,10940,46.414,0.426,42.049974,-76.877424,3601569617,979509
Spafford,Onondaga,1686,32.698,6.518,42.829700,-76.289228,3606770057,979511
Sparta,Livingston,1624,27.791,0,42.627796,-77.697587,3605170101,979512
Spencer,Tioga,3153,49.55,0.326,42.221933,-76.469262,3610770178,979513
Springfield,Otsego,1358,42.894,2.614,42.833390,-74.866643,3607770310,979514
Springport,Cayuga,2367,21.399,5.431,42.852667,-76.672327,3601170376,979515
Springwater,Livingston,2439,53.105,0.013,42.623129,-77.573945,3605170475,979516
St. Armand,Essex,1548,56.511,0.934,44.371394,-74.013405,3603164529,979447
St. Johnsville,Montgomery,2631,16.841,0.518,43.004228,-74.680656,3605764650,979448
Stafford,Genesee,2459,31.097,0.179,42.993829,-78.083947,3603770607,979517
Stamford,Delaware,2267,48.505,0.106,42.339032,-74.665791,3602570629,979518
Stanford,Dutchess,3823,49.637,0.649,41.898802,-73.673133,3602770662,979519
Stark,Herkimer,757,31.833,0.003,42.927935,-74.824074,3604370794,979520
Starkey,Yates,3573,32.831,6.375,42.523656,-76.944782,3612370816,979521
Stephentown,Rensselaer,2903,57.88,0.196,42.554474,-73.410846,3608371102,979523
Sterling,Cayuga,3040,45.454,1.661,43.315061,-76.658710,3601171146,979524
Steuben,Oneida,1100,42.653,0.048,43.352758,-75.263978,3606571212,979525
Stillwater,Saratoga,8287,41.191,2.383,42.968809,-73.687249,3609171333,979526
Stockbridge,Madison,2103,31.655,0,42.986010,-75.591615,3605371399,979527
Stockholm,St. Lawrence,3665,93.897,0.392,44.745612,-74.855877,3608971410,979528
Stockport,Columbia,2815,11.648,1.505,42.316875,-73.755319,3602171443,979529
Stockton,Chautauqua,2248,47.16,0.489,42.299455,-79.356732,3601371476,979530
Stony Creek,Warren,767,82.162,1.042,43.415025,-74.027450,3611371641,979531
Stony Point,Rockland,15059,27.624,3.975,41.251644,-74.004151,3608771674,979532
Stratford,Fulton,610,74.876,1.795,43.209651,-74.610052,3603571784,979533
Stuyvesant,Columbia,2027,25.004,1.745,42.397099,-73.752982,3602171850,979534
Sullivan,Madison,15339,73.163,0.199,43.090651,-75.883413,3605371993,979535
Summerhill,Cayuga,1217,25.861,0.123,42.652705,-76.321053,3601172037,979536
Summit,Schoharie,1148,37.085,0.399,42.574096,-74.598793,3609572070,979537
Sweden,Monroe,14175,33.679,0.152,43.176584,-77.925596,3605572455,979538
Taghkanic,Columbia,1310,39.972,0.166,42.134165,-73.677782,3602173077,979540
Taylor,Cortland,523,29.995,0.124,42.595600,-75.918781,3602373220,979541
Theresa,Jefferson,2905,64.943,4.789,44.262166,-75.774289,3604573528,979542
Thompson,Sullivan,15308,84.089,3.408,41.647897,-74.676992,3610573627,979543
Throop,Cayuga,1990,18.586,0.111,42.983620,-76.618881,3601173770,979544
Thurman,Warren,1219,91.098,1.678,43.491968,-73.985941,3611373814,979545
Thurston,Steuben,1350,36.353,0.165,42.225195,-77.278932,3610173836,979546
Ticonderoga,Essex,5042,81.433,7.012,43.836623,-73.552805,3603173891,979547
Tioga,Tioga,4871,58.62,0.839,42.106190,-76.368903,3610773968,979548
Tompkins,Delaware,1247,98.133,6.314,42.115953,-75.273488,3602574111,979549
Tonawanda,Erie,73567,18.735,1.544,42.983370,-78.875671,3602975000,979551
Torrey,Yates,1282,22.76,10.915,42.669875,-76.954553,3612375055,979555
Trenton,Oneida,4498,43.376,0.341,43.260164,-75.206377,3606575280,979556
Triangle,Broome,2946,37.875,1.907,42.355532,-75.928402,3600775319,979557
Troupsburg,Steuben,1291,61.238,0.028,42.071329,-77.531843,3610175440,979558
Truxton,Cortland,1133,44.649,0.078,42.710309,-76.024363,3602375550,979560
Tully,Onondaga,2738,25.754,0.525,42.808361,-76.137034,3606775638,979561
Tupper Lake,Franklin,5971,117.348,12.754,44.243083,-74.472799,3603375676,978671
Turin,Lewis,761,31.176,0.203,43.661440,-75.427289,3604975693,979562
